word_id,word_hanzi,pinyin,meaning,hsk_level
1403,食品,shí pǐn,food; foodstuff,3
1404,始终,shǐzhōng,Throughout,3
1405,世纪,shìjì,century,3
1406,世界,shìjiè,world,3
1407,世界杯,shì jiè bēi,World Cup,3
1408,市场,shìchǎng,market,3
1409,事故,shìgù,Accident,3
1410,事件,shìjiàn,Event,3
1411,事实,shìshí,Fact,3
1412,事实上,shì shí shàng,in fact; actually,3
1413,事业,shìyè,career,3
1414,试题,shì tí,test questions,3
1415,试验,shìyàn,test,3
1416,适合,shìhé,Fit,3
1417,适应,shìyìng,Adapt,3
1418,适用,shì yòng,be applicable; be suitable,3
1419,收费,shōu fèi,collect fees; charge,3
1420,收看,shōu kàn,watch,3
1421,收听,shōu tīng,listen to; listen in,3
1422,收音机,shōuyīnjī,radio,3
1423,手续,shǒuxù,procedures,3
1424,手指,shǒuzhǐ,finger,3
1425,首都,shǒudū,capital,3
1426,首先,shǒuxiān,First,3
1427,受伤,shòushāng,Injured,3
1428,书架,shūjià,bookshelf,3
1429,输入,shūrù,import; input,3
1430,熟人,shú rén,acquaintance,3
1431,属于,shǔyú,belong to,3
1432,数量,shùliàng,quantity,3
1433,双方,shuāngfāng,both sides,3
1434,思想,sīxiǎng,thought,3
1435,速度,sùdù,speed,3
1436,所长,suǒ zhǎng,superintendent,3
1437,谈话,tán huà,conversation; talk; chat,3
1438,谈判,tánpàn,negotiation,3
1439,特色,tèsè,characteristic,3
1440,提前,tíqián,Advance,3
1441,提问,tíwèn,Put questions to,3
1442,题目,tímù,subject,3
1443,体会,tǐhuì,Experience,3
1444,体现,tǐxiàn,Reflect,3
1445,体验,tǐyàn,experience; taste,3
1446,天空,tiānkōng,sky,3
1447,调整,tiáozhěng,adjustment,3
1448,跳高,tiào gāo,high jump,3
1449,跳舞,tiàowǔ,dance,3
1450,跳远,tiào yuǎn,long jump; broad jump,3
1451,铁路,tiě lù,railway; railroad,3
1452,听力,tīng lì,hearing; aural comprehension,3
1453,听众,tīng zhòng,audience; listeners,3
1454,停止,tíng zhǐ,stop; cease; suspend; call off; halt,3
1455,通常,tōngcháng,usually,3
1456,通信,tōng xìn,communicate; correspond,3
1457,同意,tóngyì,Agree,3
1458,痛苦,tòngkǔ,Pain,3
1459,头脑,tóu nǎo,mind; brain,3
1460,突出,tūchū,prominent,3
1461,突然,tūrán,suddenly,3
1462,图画,tú huà,drawing; picture; painting,3
1463,团结,tuánjié,Unite,3
1464,团体,tuántǐ,group,3
1465,推动,tuī dòng,promote; push forward; give impetus to,3
1466,推广,tuīguǎng,Extension,3
1467,推进,tuī jìn,advance; carry forward; push on; give impetus to,3
1468,推开,tuī kāi,push away,3
1469,退出,tuì chū,drop out; quit; withdraw,3
1470,退休,tuìxiū,retire,3
1471,外交,wàijiāo,diplomacy,3
1472,外面,wài miàn,outside; outdoors; outward appearance,3
1473,外文,wài wén,foreign language,3
1474,完美,wánměi,perfect,3
1475,完善,wánshàn,"perfect, consummate",3
1476,完整,wánzhěng,complete,3
1477,玩具,wánjù,Toys,3
1478,往往,wǎngwǎng,Often,3
1479,危害,wēihài,Harm,3
1480,危险,wēixiǎn,danger,3
1481,伟大,wěidà,great,3
1482,卫生,wèi shēng,hygiene; health; sanitation,3
1483,卫生间,wèishēngjiān,toilet,3
1484,为了,wèile,in order to,3
1485,温暖,wēnnuǎn,warm,3
1486,文化,wénhuà,Culture,3
1487,文件,wénjiàn,file,3
1488,文明,wénmíng,civilization,3
1489,文学,wénxué,literature,3
1490,文章,wénzhāng,Article,3
1491,文字,wénzì,"writing, character",3
1492,握手,wòshǒu,Handshake,3
1493,屋子,wūzi,House,3
1494,武器,wǔqì,arms,3
1495,武术,wǔshù,A martial art,3
1496,舞台,wǔ tái,stage; arena,3
1497,西部,xī bù,west,3
1498,希望,xīwàng,hope,3
1499,下来,xià lái,come down; get down,3
1500,下面,xià miàn,below; under; next,3
1501,下去,xià qù,go down; descend; go on; continue,3
1502,先进,xiānjìn,advanced,3
1503,显得,xiǎnde,Appear,3
1504,显然,xiǎnrán,Obviously,3
1505,显示,xiǎnshì,display,3
1506,现场,xiànchǎng,scene,3
1507,现代,xiàndài,modern,3
1508,现金,xiànjīn,cash,3
1509,现实,xiànshí,reality,3
1510,现象,xiànxiàng,phenomenon,3
1511,相比,xiāng bǐ,compare; compare to,3
1512,相当,xiāngdāng,Quite,3
1513,相关,xiāngguān,correlate,3
1514,相互,xiāng hù,mutual; reciprocal; each other,3
1515,相似,xiāngsì,Be similar,3
1516,香蕉,xiāngjiāo,Banana,3
1517,消费,xiāofèi,consumption,3
1518,消失,xiāoshī,disappear,3
1519,消息,xiāoxi,message,3
1520,效果,xiàoguǒ,Effect,3
1521,写作,xiězuò,writing,3
1522,信封,xìnfēng,envelope,3
1523,信任,xìnrèn,trust,3
1524,行李,xíng lǐ,luggage; baggage,3
1525,形成,xíngchéng,formation,3
1526,形式,xíngshì,form,3
1527,形象,xíngxiàng,image,3
1528,形状,xíngzhuàng,shape,3
1529,幸福,xìngfú,happiness,3
1530,幸运,xìngyùn,Lucky,3
1531,性别,xìngbié,Gender,3
1532,性格,xìnggé,character,3
1533,修改,xiūgǎi,modify,3
1534,需求,xūqiú,demand,3
1535,需要,xūyào,Need,3
1536,宣布,xuānbù,Announce,3
1537,宣传,xuānchuán,Propaganda,3
1538,选手,xuǎnshǒu,Player,3
1539,学费,xué fèi,tuition fee; tuition; school fee,3
1540,训练,xùnliàn,train,3
1541,压力,yālì,pressure,3
1542,眼前,yǎn qián,now; at the moment; before one’s eyes,3
1543,演唱,yǎn chàng,sing,3
1544,演唱会,yǎn chàng huì,concert,3
1545,演出,yǎnchū,show,3
1546,演员,yǎnyuán,"performer, actor",3
1547,阳光,yángguāng,Sunshine,3
1548,要是,yàoshi,If,3
1549,衣架,yī jià,hanger; clothes stand; clothes tree,3
1550,一切,yíqiè,everything,3
1551,以来,yǐlái,Since,3
1552,一方面,yì fāng miàn,on the one hand,3
1553,艺术,yìshù,Art,3
1554,意外,yìwài,Accident,3
1555,意义,yìyì,Significance,3
1556,因此,yīncǐ,therefore,3
1557,银牌,yín pái,silver medal,3
1558,印象,yìnxiàng,impression,3
1559,应当,yīng dāng,should; ought to,3
1560,迎接,yíngjiē,"meet, pick, welcome",3
1561,营养,yíngyǎng,Nutrition,3
1562,影视,yǐng shì,film and television,3
1563,应用,yìngyòng,application,3
1564,优点,yōudiǎn,Advantage,3
1565,优势,yōushì,advantage,3
1566,由于,yóuyú,Because,3
1567,邮件,yóu jiàn,mail; post; postal matter,3
1568,邮票,yóu piào,postage stamp; stamp,3
1569,邮箱,yóu xiāng,postbox; mailbox,3
1570,游戏,yóuxì,Game,3
1571,游泳,yóuyǒng,Swimming,3
1572,有的是,yǒu de shì,have plenty of; there’s no lack of,3
1573,有利,yǒulì,favourable; beneficial,3
1574,有效,yǒu xiào,effective; valid,3
1575,预报,yùbào,prediction,3
1576,预防,yùfáng,Prevention,3
1577,预计,yù jì,expected; estimate,3
1578,预习,yùxí,Preview,3
1579,服务员,fú wù yuán,a person engaged in some field of activity (waiter; waitress; server),3
1580,员工,yuángōng,employee,3
1581,愿望,yuànwàng,desire,3
1582,乐队,yuè duì,orchestra; band,3
1583,运输,yùnshū,transport,3
1584,杂志,zázhì,Magazine,3
1585,早已,zǎo yǐ,long ago; for a long time,3
1586,造成,zàochéng,cause,3
1587,责任,zérèn,responsibility,3
1588,增加,zēngjiā,increase,3
1589,增长,zēng zhǎng,increase; grow,3
1590,展开,zhǎnkāi,Open,3
1591,真实,zhēnshí,real,3
1592,争取,zhēngqǔ,strive for,3
1593,整个,zhěnggè,Whole,3
1594,整理,zhěnglǐ,Arrangement,3
1595,整齐,zhěngqí,neat,3
1596,整体,zhěngtǐ,Whole,3
1597,整天,zhěng tiān,all day long,3
1598,整整,zhěng zhěng,whole; full,3
1599,正式,zhèngshì,formal,3
1600,证件,zhèngjiàn,Certificates,3
1601,证据,zhèngjù,evidence,3
1602,证明,zhèngmíng,Prove,3
1603,支持,zhīchí,Support,3
1604,支付,zhī fù,pay money; defray,3
1605,直播,zhíbō,on live,3
1606,直到,zhí dào,until,3
1607,值得,zhíde,Worth,3
1608,职工,zhí gōng,staff; worker,3
1609,职业,zhíyè,Occupation,3
1610,只好,zhǐhǎo,have to,3
1611,只是,zhǐ shì,merely; only; just,3
1612,只有,zhǐ yǒu,only,3
1613,指出,zhǐ chū,point out; indicate,3
1614,指导,zhǐdǎo,guidance,3
1615,至今,zhìjīn,so far,3
1616,至少,zhìshǎo,at least,3
1617,志愿,zhì yuàn,volunteer; aspiration; wish,3
1618,志愿者,zhìyuànzhě,Volunteer,3
1619,制定,zhìdìng,Formulate,3
1620,制度,zhìdù,system,3
1621,制造,zhìzào,Manufacture,3
1622,制作,zhìzuò,Make,3
1623,中部,zhōng bù,central section; middle part,3
1624,中华民族,zhōng huá mín zú,Chinese nation,3
1625,终于,zhōngyú,finally,3
1626,种子,zhǒngzi,seed,3
1627,重大,zhòngdà,significant,3
1628,周围,zhōuwéi,around,3
1629,主持,zhǔchí,Host,3
1630,主动,zhǔdòng,active,3
1631,主任,zhǔrèn,Headmaster,3
1632,主意,zhǔyi,idea,3
1633,主张,zhǔzhāng,opinion,3
1634,注意,zhùyì,Be careful,3
1635,抓住,zhuā zhù,catch; catch hold of; grip; capture,3
1636,专家,zhuānjiā,expert,3
1637,专门,zhuānmén,specialized,3
1638,专题,zhuāntí,special collection,3
1639,专业,zhuānyè,major,3
1640,转变,zhuǎnbiàn,change,3
1641,状况,zhuàngkuàng,status,3
1642,状态,zhuàngtài,state,3
1643,资格,zīgé,Qualifications,3
1644,资金,zījīn,capital,3
1645,子女,zǐ nǚ,child; sons and daughters,3
1646,自从,zìcóng,Since,3
1647,自动,zìdòng,automatic,3
1648,自觉,zìjué,Conscious,3
1649,自然,zìrán,natural,3
1650,自身,zì shēn,oneself; self,3
1651,自主,zìzhǔ,Autonomy,3
1652,总结,zǒngjié,summary,3
1653,总是,zǒngshì,always,3
1654,足够,zú gòu,enough; ample; sufficient,3
1655,足球,zú qiú,soccer; football,3
1656,组合,zǔhé,combination,3
1657,左右,zuǒyòu,About,3
1658,作品,zuòpǐn,works,3
1659,作者,zuòzhě,author,3
1660,做客,zuò kè,be a guest,3
1661,阿姨,āyí,aunt,4
1662,矮小,ǎi xiǎo,short and small; low and small; undersized,4
1663,爱国,ài guó,love one’s country; be patriotic,4
1664,爱护,àihù,Care,4
1665,安置,ānzhì,put; arrange for,4
1666,按时,ànshí,on time,4
1667,暗示,ànshì,suggest secretly,4
1668,巴士,bā shì,bus,4
1669,百货,bǎi huò,department store; general merchandise,4
1670,摆动,bǎi dòng,swing; sway; oscillate;vibrate,4
1671,摆脱,bǎituō,cast off,4
1672,办事,bàn shì,handle affairs; work,4
1673,包裹,bāoguǒ,package,4
1674,包含,bāohán,Contain,4
1675,包括,bāokuò,Include,4
1676,宝宝,bǎo bao,baby; darling,4
1677,宝贝,bǎobèi,baby,4
1678,宝贵,bǎoguì,valuable,4
1679,宝石,bǎo shí,gemstone; gem; cameo; precious stone,4
1680,保密,bǎomì,secrecy,4
1681,保守,bǎoshǒu,Conservative,4
1682,背景,bèijǐng,background,4
1683,被迫,bèi pò,be compelled; be forced; be constrained,4
1684,本科,běnkē,Undergraduate,4
1685,比分,bǐ fēn,score,4
1686,毕业,bìyè,graduation,4
1687,毕业生,bì yè shēng,graduate,4
1688,避免,bìmiǎn,avoid,4
1689,辩论,biànlùn,Debate,4
1690,标志,biāozhì,sign,4
1691,表情,biǎoqíng,Expression,4
1692,表扬,biǎoyáng,Praise,4
1693,冰箱,bīngxiāng,Refrigerator,4
1694,冰雪,bīng xuě,ice and snow,4
1695,不要紧,búyàojǐn,Never mind,4
1696,不在乎,bú zài hū,not mind; not care,4
1697,不管,bùguǎn,no matter,4
1698,不然,bùrán,otherwise,4
1699,布置,bùzhì,Arrangement,4
1700,步行,bù xíng,go on foot; walk,4
1701,材料,cáiliào,Materials,4
1702,财产,cáichǎn,property,4
1703,财富,cáifù,wealth,4
1704,采访,cǎifǎng,interview,4
1705,参考,cānkǎo,Reference resources,4
1706,参与,cānyù,participate in,4
1707,操场,cāochǎng,Playground,4
1708,操作,cāozuò,operation,4
1709,测量,cèliáng,measure,4
1710,测试,cè shì,test; examination,4
1711,茶叶,chá yè,tea; tea-leaves,4
1712,产品,chǎnpǐn,product,4
1713,长途,chángtú,Long-distance,4
1714,常识,chángshí,common sense,4
1715,唱片,chàng piàn,record; disc; phonogram,4
1716,抄写,chāo xiě,copy; transcribe,4
1717,潮流,cháoliú,Trend,4
1718,潮湿,cháoshī,damp,4
1719,彻底,chèdǐ,thorough,4
1720,沉默,chénmò,silent,4
1721,沉重,chénzhòng,heavy,4
1722,称赞,chēngzàn,Praise,4
1723,成人,chéngrén,adult,4
1724,诚实,chéngshí,honest,4
1725,诚信,chéng xìn,honesty; integrity,4
1726,承担,chéngdān,bear,4
1727,承认,chéngrèn,Admit,4
1728,承受,chéngshòu,bear,4
1729,程序,chéngxù,program,4
1730,吃惊,chījīng,Be amazed,4
1731,迟到,chídào,Late,4
1732,尺寸,chǐ cùn,size; measurement; dimension,4
1733,尺子,chǐzi,Ruler,4
1734,充电,chōng diàn,recharge; charge,4
1735,充电器,chōngdiànqì,Charger,4
1736,充分,chōngfèn,To the full,4
1737,虫子,chóng zi,insect; worm; bug,4
1738,抽奖,chōu jiǎng,lottery; lottery draw,4
1739,抽烟,chōuyān,smoking,4
1740,出色,chūsè,excellent; outstanding,4
1741,出售,chū shòu,offer for sale; sell,4
1742,出席,chūxí,Attend,4
1743,处于,chǔ yú,be in; be (in a certain condition),4
1744,穿上,chuān shàng,put on,4
1745,传统,chuántǒng,tradition,4
1746,窗户,chuānghu,Window,4
1747,窗台,chuāng tái,windowsill; sill,4
1748,窗子,chuāng zi,window,4
1749,春季,chūn jì,spring; springtime,4
1750,纯净水,chún jìng shuǐ,pure water,4
1751,词汇,cíhuì,vocabulary,4
1752,此外,cǐwài,in addition,4
1753,刺激,cìjī,stimulate,4
1754,从此,cóngcǐ,from then on,4
1755,粗心,cūxīn,careless,4
1756,促进,cùjìn,Promote,4
1757,促使,cùshǐ,Urge,4
1758,促销,cù xiāo,promotion,4
1759,措施,cuòshī,Measures,4
1760,答案,dá’àn,Answer,4
1761,打败,dǎ bài,defeat; beat; be defeated,4
1762,打雷,dǎ léi,thunder,4
1763,打扫,dǎsǎo,Clean,4
1764,打折,dǎzhé,Discount,4
1765,打针,dǎzhēn,To make an injection,4
1766,大巴,dà bā,bus,4
1767,大多,dà duō,mostly; for the most part,4
1768,大方,dàfang,generous,4
1769,大哥,dà gē,big brother; elder brother,4
1770,大规模,dà guī mó,large-scale; extensive,4
1771,大会,dà huì,convention; general meeting; General Assembly,4
1772,大姐,dà jiě,elder sister,4
1773,大楼,dà lóu,building; large building,4
1774,大陆,dà lù,continent; mainland,4
1775,大妈,dà mā,aunt; father’s elder brother’s wife,4
1776,大型,dàxíng,large,4
1777,大爷,dà ye,uncle; father’s elder brother,4
1778,大众,dà zhòng,public; the masses; people,4
1779,代替,dàitì,replace,4
1780,待遇,dàiyù,treatment,4
1781,担保,dānbǎo,assure; hypothecate,4
1782,担任,dānrèn,To serve as,4
1783,担心,dānxīn,Worry,4
1784,单纯,dānchún,Simple,4
1785,单调,dāndiào,monotonous,4
1786,单独,dāndú,Alone,4
1787,导游,dǎoyóu,Guide,4
1788,导致,dǎozhì,cause,4
1789,倒闭,dǎobì,Collapse,4
1790,倒车,dào chē,back a car; reverse,4
1791,得意,déyì,Proud,4
1792,灯光,dēng guāng,light; stage lighting,4
1793,登记,dēngjì,register,4
1794,登录,dēnglù,Sign in,4
1795,登山,dēng shān,mountaineer; mountain-climbing,4
1796,的确,díquè,indeed; be certain to,4
1797,敌人,dírén,Enemy,4
1798,地面,dì miàn,ground; floor; surface,4
1799,地位,dìwèi,status,4
1800,地下,dì xià,underground; subterranean; secret,4
1801,地址,dìzhǐ,address,4
1802,典型,diǎnxíng,typical,4
1803,点名,diǎn míng,rollcall; mention sb. by name,4
1804,电灯,diàn dēng,electric light,4
1805,电动车,diàn dòng chē,electric car,4
1806,电梯,diàntī,Elevator.,4
1807,电源,diànyuán,power supply,4
1808,冬季,dōng jì,winter,4
1809,动画片,dònghuàpiàn,Cartoon,4
1810,动摇,dòng yáo,shake; vacillate; waver; be indecisive,4
1811,豆腐,dòufu,tofu,4
1812,独立,dúlì,Independent,4
1813,独特,dútè,unique,4
1814,独自,dú zì,alone; by oneself; one’s own,4
1815,堵车,dǔchē,Traffic jam,4
1816,肚子,dùzi,belly,4
1817,度过,dùguò,Spend,4
1818,锻炼,duànliàn,Physical exercise,4
1819,对比,duìbǐ,Contrast,4
1820,对付,duìfu,deal with,4
1821,对于,duìyú,about,4
1822,多次,duō cì,repeatedly; many a time,4
1823,多年,duō nián,many years,4
1824,多样,duō yàng,diversity,4
1825,多种,duō zhǒng,multiple; various; diversified; manifold,4
1826,恶心,ěxin,disgusting,4
1827,儿童,értóng,children,4
1828,而是,ér shì,but,4
1829,耳机,ěr jī,earphone; headphone; headset,4
1830,二手,èr shǒu,second hand,4
1831,发挥,fāhuī,Develop,4
1832,发票,fāpiào,invoice,4
1833,发烧,fāshāo,Have a fever,4
1834,法官,fǎ guān,judge,4
1835,法律,fǎlǜ,Law,4
1836,法院,fǎyuàn,Court,4
1837,翻译,fānyì,translate,4
1838,反而,fǎn’ér,Instead,4
1839,反映,fǎnyìng,reflect,4
1840,方案,fāng’àn,programme,4
1841,方针,fāngzhēn,policy,4
1842,放松,fàngsōng,Relax,4
1843,分布,fēnbù,distribution,4
1844,分散,fēnsàn,Dispersed,4
1845,分手,fēnshǒu,Break up,4
1846,分为,fēn wéi,divide into,4
1847,分之,… fēn zhī …,fractional number,4
1848,纷纷,fēnfēn,one after another,4
1849,奋斗,fèndòu,Struggle,4
1850,风格,fēnggé,style,4
1851,风景,fēngjǐng,Scenery,4
1852,风俗,fēngsú,Customs,4
1853,封闭,fēngbì,close,4
1854,否则,fǒuzé,otherwise,4
1855,夫妇,fūfù,couple,4
1856,夫妻,fū qī,man and wife,4
1857,夫人,fūrén,Madam,4
1858,符号,fúhào,Symbol,4
1859,符合,fúhé,accord with,4
1860,付出,fù chū,pay out,4
1861,负担,fùdān,burden,4
1862,附近,fùjìn,nearby,4
1863,复制,fùzhì,copy,4
1864,改善,gǎishàn,Improve,4
1865,改正,gǎizhèng,correction,4
1866,概括,gàikuò,Generalization,4
1867,感兴趣,gǎnxìngqù,be intretested in,4
1868,高潮,gāocháo,climax,4
1869,高价,gāo jià,high price,4
1870,高尚,gāoshàng,noble,4
1871,高铁,gāo tiě,high-speed train; high-speed rail,4
1872,格外,géwài,especially,4
1873,隔开,gé kāi,separate; space out; separation; partition,4
1874,个别,gèbié,individual,4
1875,个体,gètǐ,individual,4
1876,各个,gè gè,each,4
1877,根据,gēnjù,according to,4
1878,工程,gōng chéng,engineering; project,4
1879,公元,gōngyuán,A.D.,4
1880,供应,gōng yìng,supply; provide,4
1881,构成,gòuchéng,constitute,4
1882,构造,gòu zào,structure; construction,4
1883,购买,gòu mǎi,buy; purchase,4
1884,购物,gòuwù,Shopping,4
1885,骨头,gǔtou,Bone,4
1886,固定,gùdìng,fixed,4
1887,关闭,guānbì,close; shut,4
1888,关于,guānyú,about,4
1889,官方,guānfāng,by the government official,4
1890,光临,guānglín,presence,4
1891,光盘,guāngpán,CD,4
1892,规律,guīlǜ,Law,4
1893,规模,guīmó,scale,4
1894,规则,guīzé,rule,4
1895,果实,guǒshí,fruit,4
1896,过分,guòfèn,excessive,4
1897,海水,hǎi shuǐ,seawater; brine; sea,4
1898,海鲜,hǎixiān,seafood,4
1899,含量,hán liàng,content,4
1900,含义,hányì,signification; meanings,4
1901,含有,hán yǒu,contain; have,4
1902,寒假,hánjià,The winter vacation,4
1903,寒冷,hán lěng,cold; frigid; chill; frigidity,4
1904,行业,hángyè,industry,4
1905,航班,hángbān,flight,4
1906,航空,hángkōng,aviation,4
1907,毫米,háomǐ,millimeter,4
1908,毫升,háo shēng,milliliter,4
1909,好友,hǎo yǒu,friend,4
1910,号码,hàomǎ,number,4
1911,合同,hétong,contract,4
1912,黑暗,hēi àn,dark; darkness; murk,4
1913,红包,hóng bāo,red envelope; red packet,4
1914,后头,hòu tou,back,4
1915,呼吸,hūxī,breathing,4
1916,忽视,hūshì,Ignore,4
1917,护士,hùshi,Nurse,4
1918,怀念,huáiniàn,Miss,4
1919,怀疑,huáiyí,doubt,4
1920,缓解,huǎnjiě,relieve,4
1921,黄瓜,huáng guā,cucumber; cuke,4
1922,黄金,huángjīn,gold,4
1923,回复,huí fù,reply,4
1924,汇报,huìbào,report,4
1925,汇率,huìlǜ,exchange rate,4
1926,婚礼,hūnlǐ,wedding,4
1927,伙伴,huǒbàn,Partner,4
1928,或许,huòxǔ,maybe; probably,4
1929,获得,huòdé,Get,4
1930,获奖,huò jiǎng,win a prize; receive an award,4
1931,获取,huò qǔ,gain; obtain,4
1932,几乎,jīhū,almost,4
1933,机构,jīgòu,mechanism,4
1934,机遇,jīyù,Opportunity,4
1935,积累,jīlěi,accumulation,4
1936,激动,jīdòng,Excited,4
1937,激烈,jīliè,fierce,4
1938,及格,jígé,pass,4
1939,极其,jíqí,extremely,4
1940,即将,jíjiāng,soon,4
1941,急忙,jímáng,Hastily,4
1942,集合,jíhé,aggregate,4
1943,记载,jìzǎi,Record,4
1944,纪律,jìlǜ,discipline,4
1945,技巧,jìqiǎo,Skill,4
1946,季度,jìdù,quarter (of a year),4
1947,季节,jìjié,Season,4
1948,既然,jìrán,Since,4
1949,加班,jiābān,overtime work,4
1950,加入,jiā rù,add; mix; join; become a member,4
1951,加油站,jiāyóuzhàn,Gas station,4
1952,家务,jiāwù,Housework,4
1953,假如,jiǎrú,If,4
1954,坚固,jiāngù,strong,4
1955,检测,jiǎn cè,detect; test,4
1956,减肥,jiǎnféi,Reduce weight,4
1957,减少,jiǎnshǎo,reduce,4
1958,简历,jiǎnlì,resume,4
1959,健身,jiànshēn,workout,4
1960,渐渐,jiàn jiàn,gradually; step by step,4
1961,讲究,jiǎngjiu,"Pay attention to, stress",4
1962,讲座,jiǎngzuò,Lecture,4
1963,奖金,jiǎngjīn,bonus,4
1964,奖学金,jiǎng xué jīn,scholarship; fellowship,4
1965,降低,jiàngdī,reduce,4
1966,降价,jiàng jià,cut price; reduce price,4
1967,降落,jiàngluò,land,4
1968,降温,jiàng wēn,lower the temperature; drop in temperature,4
1969,交换,jiāohuàn,exchange,4
1970,交际,jiāojì,communication,4
1971,教授,jiàoshòu,professor,4
1972,教训,jiàoxùn,lesson,4
1973,阶段,jiēduàn,stage,4
1974,街道,jiēdào,Street,4
1975,节省,jiéshěng,save,4
1976,结构,jiégòu,structure,4
1977,结论,jiélùn,conclusion,4
1978,姐妹,jiě mèi,sisters,4
1979,解释,jiěshì,explain,4
1980,尽快,jǐnkuài,as soon as possible,4
1981,紧密,jǐn mì,close; inseparable,4
1982,尽力,jìnlì,Try the best,4
1983,进口,jìnkǒu,Imported,4
1984,近代,jìndài,Modern,4
1985,禁止,jìnzhǐ,prohibit,4
1986,经典,jīngdiǎn,classics; scriptures,4
1987,精力,jīnglì,energy,4
1988,竟然,jìngrán,Unexpectedly,4
1989,镜头,jìngtóu,Camera lens,4
1990,镜子,jìngzi,Mirror,4
1991,究竟,jiūjìng,exactly,4
1992,酒吧,jiǔbā,Bar,4
1993,居民,jūmín,residents,4
1994,居住,jūzhù,live,4
1995,巨大,jùdà,huge,4
1996,具备,jùbèi,"Have, possess",4
1997,距离,jùlí,distance,4
1998,聚会,jùhuì,Party,4
1999,角色,juésè,role,4
2000,开花,kāi huā,flower; bloom; blossom,4
2001,开水,kāishuǐ,Boiling water,4
2002,看不起,kànbuqǐ,Despise,4
2003,看来,kàn lái,it seems; it appears,4
2004,看望,kànwàng,visit,4
2005,考察,kǎochá,Investigate,4
2006,考虑,kǎolǜ,Consider,4
2007,可见,kějiàn,So,4
2008,空间,kōngjiān,space,4
2009,口袋,kǒu dài,pocket,4
2010,口语,kǒu yǔ,spoken language,4
2011,会计,kuàijì,accountant,4
2012,快递,kuài dì,express delivery,4
2013,宽广,kuān guǎng,broad; vast; extensive,4
2014,矿泉水,kuàngquánshuǐ,Mineral water,4
2015,扩大,kuòdà,Expand,4
2016,扩展,kuò zhǎn,expand; extend; spread; develop,4
2017,括号,kuò hào,brackets; parentheses,4
2018,垃圾,lā jī,rubbish; garbage; refuse; waste,4
2019,拉开,lā kāi,pull open; undraw; zip,4
2020,来不及,láibují,There’s not enough time,4
2021,来得及,láidejí,In time,4
2022,来源,láiyuán,source,4
2023,老公,lǎo gōng,husband,4
2024,老家,lǎo jiā,hometown; home state,4
2025,老婆,lǎopó,wife,4
2026,老实,lǎoshi,honest,4
2027,乐趣,lèqù,pleasure,4
2028,泪水,lèi shuǐ,tear; teardrop,4
2029,类型,lèixíng,type,4
2030,冷静,lěngjìng,calm down,4
2031,厘米,límǐ,centimeter,4
2032,离不开,lí bù kāi,can’t do without,4
2033,力气,lìqi,Strength,4
2034,历史,lìshǐ,History,4
2035,立即,lìjí,immediately,4
2036,利息,lìxī,accrual; interest,4
2037,利益,lìyì,interest,4
2038,良好,liánghǎo,good,4
2039,粮食,liángshi,foodstuff,4
2040,两边,liǎng biān,both sides,4
2041,疗养,liáo yǎng,recuperate; convalesce,4
2042,了不起,liǎobuqǐ,Amazing,4
2043,了解,liǎojiě,understand,4
2044,列车,lièchē,train,4
2045,列入,liè rù,included in,4
2046,列为,liè wéi,be classified as; listed as,4
2047,临时,línshí,temporary,4
2048,零食,língshí,snacks,4
2049,流传,liúchuán,spread,4
2050,楼梯,lóu tī,stairs; staircase; stairway,4
2051,陆地,lùdì,land,4
2052,陆续,lùxù,One after another,4
2053,录取,lùqǔ,matriculate,4
2054,律师,lǜshī,Lawyer,4
2055,轮船,lúnchuán,Ship,4
2056,轮椅,lún yǐ,wheelchair,4
2057,轮子,lún zi,wheel,4
2058,论文,lùnwén,paper,4
2059,毛巾,máojīn,Towel,4
2060,毛衣,máo yī,sweater; wool sweater,4
2061,帽子,màozi,Hat,4
2062,没错,méi cuò,that’s right,4
2063,没法儿,méi fǎr,can not; no way,4
2064,没想到,méi xiǎng dào,didn’t expect,4
2065,美金,měi jīn,USD; dollar,4
2066,美女,měi nǚ,belle ; beauty; beautiful woman,4
2067,梦见,mèng jiàn,see in a dream; dream about; dream,4
2068,梦想,mèngxiǎng,Dream,4
2069,秘密,mìmì,Secret,4
2070,秘书,mìshū,secretary,4
2071,密码,mìmǎ,Password,4
2072,密切,mìqiè,close,4
2073,免费,miǎnfèi,Free of charge,4
2074,面临,miànlín,face,4
2075,面试,miàn shì,interview; audition,4
2076,描述,miáo shù,describe; depict; description,4
2077,描写,miáoxiě,describe,4
2078,名牌儿,míng páir,famous brand,4
2079,名片,míngpiàn,business card,4
2080,名人,míng rén,celebrity; famous person,4
2081,模特儿,mó tèr,model,4
2082,模型,móxíng,Model,4
2083,默默,mòmò,silently,4
2084,哪怕,nǎpà,even if,4
2085,男女,nán nǚ,men and women; male and female,4
2086,男士,nán shì,man,4
2087,难免,nánmiǎn,Unavoidable,4
2088,脑袋,nǎodai,head,4
2089,闹钟,nào zhōng,alarm clock,4
2090,内部,nèibù,interior,4
2091,内科,nèikē,Internal medicine,4
2092,能干,nénggàn,capable,4
2093,宁静,níng jìng,peaceful; tranquil; quiet,4
2094,女士,nǚshì,Ma’am,4
2095,暖气,nuǎn qì,central heating; heating; heater,4
2096,拍照,pāi zhào,take a picture; photograph,4
2097,排列,páiliè,array,4
